car_name,car_prices_in_rupee,kms_driven,fuel_type,transmission,manufacture,engine,Seats,num_owners
Nissan Micra XL,180000.0,43732,1,0,2012,1497.0,5,1
Honda Amaze V CVT Petrol,570000.0,82200,1,1,2018,1197.0,5,1
Ford Ecosport 1.5 DV5 MT Trend,455000.0,66001,0,0,2014,1197.0,5,2
Hyundai i20 Sportz 1.4 CRDi,335000.0,83204,0,0,2013,1197.0,5,2
Maruti Baleno 1.2 Delta,575000.0,58516,1,0,2018,1197.0,5,1
Maruti Ciaz ZDi Plus SHVS,535000.0,93000,0,0,2015,1197.0,5,1
Hyundai Grand i10 Sportz,445000.0,73000,1,0,2016,2143.0,5,1
Honda City 1.5 S MT,245000.00000000003,47864,1,0,2009,1781.0,5,1
Maruti Baleno 1.2 Zeta,688000.0,29000,1,0,2019,1396.0,5,2
Hyundai i20 Magna 1.2,535000.0,81000,1,0,2017,1798.0,5,1
Hyundai i20 Asta Option 1.2,505000.0,69000,1,0,2015,1197.0,5,2
Hyundai Grand i10 AT Sportz,434999.99999999994,29000,1,1,2014,1498.0,5,1
Hyundai Grand i10 Sportz,385000.0,64000,1,0,2014,1399.0,5,1
Mercedes-Benz C-Class C 220 CDI Avantgarde,2975000.0,71000,0,1,2018,1197.0,7,2
Audi A4 1.8 TFSI,1480000.0,57500,1,1,2013,1197.0,5,3
Hyundai i20 Sportz 1.4 CRDi,335000.0,83000,0,0,2013,799.0,5,2
Audi A6 35 TFSI Matrix,3379999.9999999995,12000,1,1,2016,2498.0,5,1
Maruti Baleno Zeta,688000.0,29000,1,0,2019,1461.0,6,2
Volkswagen Vento 1.5 TDI Comfortline,345000.0,93000,0,0,2013,1197.0,8,1
Ford Figo Diesel LXI,210000.0,90300,0,0,2013,1461.0,5,1
Hyundai Grand i10 Sportz,445000.0,73000,1,0,2016,1198.0,5,1
Maruti Baleno 1.2 Delta,575000.0,58000,1,0,2018,2494.0,5,1
Renault KWID RXT,270000.0,65292,1,0,2017,1086.0,5,1
Mahindra Xylo E4,182000.0,112341,0,0,2009,1199.0,5,1
Nissan Sunny Diesel XL,196000.0,92540,0,0,2012,1061.0,5,2
Hyundai Grand i10 Sportz,359000.0,69470,1,0,2015,1582.0,5,1
Renault Duster 110PS Diesel RxZ,354000.0,45590,0,0,2012,2143.0,5,2
Mahindra KUV 100 NXT D75 K2,381000.0,54137,0,0,2018,1998.0,5,1
Toyota Innova 2.5 G (Diesel) 8 Seater,465000.00000000006,60130,0,0,2012,1248.0,5,2
Hyundai i10 Era,200999.99999999997,54858,1,0,2012,1462.0,5,2
Tata Altroz XZ,780000.0,11939,1,0,2020,1197.0,5,1
Maruti Wagon R VXI Minor,130000.0,41149,1,0,2009,1199.0,5,1
Hyundai Verna 1.6 SX CRDi (O),336000.0,239199,0,0,2012,2143.0,5,1
Mercedes-Benz GLE 250d,4575000.0,46100,0,1,2017,814.0,5,1
BMW X3 xDrive 30i Luxury Line,6175000.0,18000,1,1,2021,1396.0,5,1
Maruti Swift VDI,288000.0,103992,0,0,2012,998.0,7,1
Maruti Brezza VXi,909000.0,1026,1,0,2022,1582.0,5,1
Hyundai Grand i10 1.2 Kappa Sportz BSIV,467000.0,14748,1,0,2018,1368.0,5,1
Tata Altroz XZ,798000.0,9789,1,0,2020,2179.0,5,1
Mercedes-Benz CLA 200 CDI Style,1600000.0,56000,0,1,2015,1248.0,5,2
Hyundai EON Era Plus,231000.0,7779,1,0,2015,1497.0,5,1
Hyundai i20 Magna 1.4 CRDi,385000.0,81867,0,0,2015,1497.0,5,4
Maruti Wagon R LXI BS IV,276000.0,85232,1,0,2015,998.0,5,2
Hyundai Verna 1.6 SX CRDi (O),361000.0,53416,0,0,2012,1197.0,5,2
Jeep Compass 1.4 Longitude Plus AT,1689999.9999999998,78000,1,1,2018,1197.0,5,1
Mahindra XUV500 W8 FWD,446000.0,91480,0,0,2012,1197.0,5,1
Maruti Swift Dzire VDI,570000.0,55385,0,0,2017,1197.0,5,1
Honda City i VTEC V,675000.0,57264,1,0,2017,1120.0,5,1
Mahindra XUV300 W4 Diesel,923000.0,15220,0,0,2021,998.0,5,1
Maruti Wagon R VXI BS IV,262000.0,34438,1,0,2014,1364.0,5,2
Hyundai Grand i10 Sportz,417000.0,23931,1,0,2017,1248.0,5,1
Hyundai Xcent 1.2 Kappa S,355000.0,32423,1,0,2014,1197.0,5,2
Maruti Ignis Sigma,516000.0,6944,1,0,2021,799.0,5,1
Maruti Baleno 1.2 Delta,532000.0,51906,1,0,2018,1498.0,5,1
Hyundai Xcent 1.1 CRDi S Option,371000.0,55975,0,0,2015,1197.0,5,2
Maruti Wagon R AMT VXI,358000.0,46491,1,1,2016,1956.0,5,1
Toyota Platinum Etios 1.4 GXD,641000.0,25330,0,0,2018,1968.0,5,1
Maruti Swift VDI,288000.0,86593,0,0,2012,1197.0,4,2
Hyundai i20 Asta,204999.99999999997,76634,1,0,2010,796.0,5,2
Renault KWID RXT,282000.0,37094,1,0,2018,1461.0,7,2
Honda Amaze S i-Dtech,307000.0,94817,0,0,2014,624.0,5,2
Hyundai i10 Magna 1.2,137000.0,78841,1,0,2009,1196.0,5,4
Tata Harrier XZ Plus,1855000.0,30193,0,0,2021,1493.0,5,1
Audi A4 35 TDI Technology,3279999.9999999995,43900,0,1,2019,1396.0,5,1
Maruti Swift VXI,501999.99999999994,60548,1,0,2018,936.0,5,1
Maruti Alto 800 VXI Optional,317000.0,7517,1,0,2019,1197.0,4,1
Nissan Terrano XV 110 PS,413999.99999999994,99348,0,0,2014,1248.0,5,2
Tata Nano Cx BSII,,48977,1,0,2011,1248.0,5,1
Ford Aspire 1.2 Ti-VCT Titanium,365000.0,86754,1,0,2015,1998.0,5,1
Mahindra TUV 300 T8,554000.0,86418,0,0,2017,1798.0,5,1
Hyundai Venue SX Opt Diesel BSIV,1002000.0,19540,0,0,2019,1582.0,5,1
Chevrolet Beat Diesel LT,126000.0,76529,0,0,2013,1199.0,5,1
Maruti Swift Dzire VXI 1.2,541000.0,43334,1,0,2017,1248.0,5,1
Maruti Swift Dzire VDI,428000.0,99515,0,0,2015,1197.0,5,2
Maruti Vitara Brezza VDi,682000.0,47264,0,0,2018,1497.0,5,1
BMW 6 Series GT 630i Luxury Line 2018-2021,5580000.0,20800,1,1,2019,1582.0,5,1
Audi A4 35 TFSi Premium,2080000.0,32000,1,1,2016,1582.0,5,1
Hyundai Elantra CRDi SX,533000.0,87995,0,0,2013,1197.0,5,2
Honda WR-V i-VTEC S,570000.0,39283,1,0,2017,1591.0,5,1
Maruti Ciaz VDi Plus SHVS,548000.0,76239,0,0,2016,998.0,5,2
Hyundai i20 Sportz,767000.0,1040,1,0,2022,1395.0,5,1
Honda City i-VTEC CVT V,915000.0,22307,1,1,2019,1498.0,7,1
Hyundai Elantra CRDi SX,533000.0,55538,0,0,2013,1248.0,8,2
Hyundai Verna 1.6 SX,413999.99999999994,90867,0,0,2013,998.0,5,1
Maruti Ignis Sigma,491000.0,23302,1,0,2021,2179.0,5,1
Hyundai Verna VTVT 1.6 SX,748000.0,38990,1,0,2018,2179.0,5,2
Maruti A-Star Vxi,144000.0,65641,1,0,2010,1199.0,5,1
Audi A4 30 TFSI Technology,3279999.9999999995,27000,1,1,2018,1497.0,5,2
Volkswagen Vento 1.5 TDI Comfortline,345000.0,95129,0,0,2013,998.0,5,1
Maruti Swift Dzire ZDI,346000.0,135969,0,0,2012,1968.0,5,1
Maruti Wagon R VXI,511000.00000000006,23400,1,0,2020,998.0,7,3
Mahindra Scorpio S7 140 BSIV,1064000.0,55461,0,0,2018,1197.0,5,1
Mahindra Scorpio SLE BSIV,370000.0,72299,0,0,2010,1353.0,5,1
Honda Amaze VX,816000.0,5362,1,0,2022,2179.0,5,1
Honda City GXi,105000.0,122758,1,0,2005,1498.0,6,5
Maruti Wagon R LXI BS IV,215000.0,66081,1,0,2012,1197.0,5,1
Audi A6 35 TDI,1980000.0,85000,0,1,2015,1197.0,7,1
Maruti Wagon R Stingray VXI,282000.0,131022,1,0,2015,1198.0,5,1
Maruti Swift VXI,286000.0,52580,1,0,2013,1197.0,5,1
Kia Seltos GTX Plus DCT,1695000.0,41714,1,1,2020,2179.0,5,1
Mahindra XUV500 W8 FWD,429000.0,121446,0,0,2012,1991.0,5,1
Honda City VX MT,1212000.0,17262,1,0,2020,814.0,5,1
Maruti Swift Dzire VXI 1.2,541000.0,65908,1,0,2017,1498.0,5,1
Maruti Swift VXI,598000.0,7282,1,0,2020,1248.0,5,1
Mahindra KUV 100 mFALCON G80 K4,287000.0,69404,1,0,2016,1197.0,5,2
Maruti Swift Dzire VXI,408000.0,29265,1,0,2015,1995.0,5,1
Mahindra XUV500 R W10 FWD,795000.0,50179,0,0,2015,799.0,5,2
Mercedes-Benz GLA Class Urban Edition 200,2646000.0,29774,1,1,2019,1248.0,5,1
Hyundai EON D Lite Plus,161000.0,77896,1,0,2012,2143.0,5,2
Honda City VX CVT,1347000.0,6144,1,1,2021,1497.0,5,1
Maruti Swift VDI BSIV,422000.0,88559,0,0,2015,1198.0,5,2
Hyundai Grand i10 Sportz,359000.0,51927,1,0,2016,814.0,5,2
BMW 3 Series 320d Luxury Line,1350000.0,99000,0,1,2015,1197.0,7,1
Renault KWID RXL,275000.0,47000,1,0,2018,1197.0,5,1
Maruti Baleno 1.3 Sigma,550000.0,35000,0,0,2018,1086.0,5,1
Mercedes-Benz C-Class C 220 CDI BE COR,975000.0,58000,0,1,2013,1248.0,5,1
Honda City S,400000.0,48000,1,0,2012,1197.0,5,1
Honda Amaze VX AT i-Vtech,475000.0,45000,1,1,2014,1998.0,5,1
Hyundai EON D Lite,190000.0,60000,1,0,2012,999.0,5,2
Hyundai i20 Magna Optional 1.2,465000.00000000006,23000,1,0,2014,1396.0,5,1
Hyundai Grand i10 1.2 Kappa Era,459999.99999999994,45000,1,0,2019,1495.0,5,1
Hyundai i10 Magna 1.1L,325000.0,45000,1,0,2014,1198.0,5,1
Maruti Ertiga VDI,525000.0,58000,0,0,2013,1186.0,5,1
Hyundai i20 1.2 Spotz,625000.0,48000,1,0,2018,1199.0,5,1
BMW 2 Series 220i M Sport,4000000.0,18000,1,1,2021,2499.0,5,1
Skoda Kushaq 1.0 TSI Style 6 Airbags AT,1675000.0,16000,1,1,2022,2143.0,5,1
Hyundai i20 Asta 1.4 CRDi,465000.00000000006,90000,0,0,2015,1197.0,5,2
Hyundai Accent GLE,250000.0,80000,1,0,2006,1199.0,5,2
Tata Nexon 1.2 Revotron XZ Plus Dual Tone,830000.0000000001,140000,1,0,2018,1461.0,5,1
Hyundai Grand i10 1.2 CRDi Asta,400000.0,60000,0,0,2019,998.0,5,2
Honda WR-V i-VTEC VX,900000.0,17000,1,0,2019,2143.0,5,1
Lexus NX 300h,4200000.0,111000,1,1,2018,1061.0,5,1
Mercedes-Benz M-Class ML 250 CDI,2850000.0,38000,0,1,2015,1248.0,5,2
Maruti Swift VXI,385000.0,80000,1,0,2013,1498.0,5,2
Honda Amaze V Petrol BSIV,600000.0,36500,1,0,2017,1196.0,5,1
Nissan Sunny XE D,425000.0,55000,0,0,2018,1497.0,5,2
Maruti Wagon R VXI Optional,300000.0,80000,1,0,2016,796.0,5,2
Mercedes-Benz C-Class C 220 CDI Elegance AT,620000.0,98000,0,1,2010,1198.0,5,2
Maruti Wagon R LXI Minor,198000.0,200000,1,0,2007,796.0,5,3
Maruti Swift VDI,325000.0,140000,0,0,2012,1198.0,5,2
Volkswagen Vento 1.5 TDI Highline,360000.0,100000,0,0,2014,1497.0,5,2
Maruti Eeco 5 Seater AC BSIV,229999.99999999997,168000,1,0,2012,1196.0,5,3
Kia Seltos HTX IVT G,1500000.0,25000,1,1,2021,995.0,7,1
Maruti Alto LX BSIII,110000.00000000001,120000,1,0,2009,998.0,5,4
Honda Amaze E i-VTEC,445000.0,30000,1,0,2017,796.0,7,2
Maruti Alto LX,136000.0,100000,1,0,2011,1497.0,5,1
Nissan Micra Active XL Petrol,250000.0,80000,1,0,2016,1461.0,5,1
Honda City i VTEC VX Option,1000000.0,50000,1,0,2016,1196.0,5,1
Maruti Eeco CNG 5 Seater AC,290000.0,40000,Cng,0,2021,1796.0,7,1
Chevrolet Spark 1.0 LS,,100000,1,0,2009,1061.0,5,4
Maruti Wagon R VXI Optional,300000.0,166000,1,0,2015,1197.0,5,1
Maruti Alto 800 LXI,185000.0,74000,1,0,2014,1373.0,5,1
Honda BR-V i-VTEC E MT,700000.0,80000,1,0,2017,1451.0,5,1
Renault Duster 85PS Diesel RxS,650000.0,60000,0,0,2019,1197.0,5,2
Maruti Eeco 7 Seater STD 2020-2022,409999.99999999994,50000,1,0,2020,1498.0,5,2
Mercedes-Benz E-Class E 200 CGI Elegance,1000000.0,70000,1,1,2011,1248.0,5,2
Maruti Wagon R LXI Minor,220000.00000000003,73000,1,0,2010,1497.0,5,2
Hyundai i20 1.2 Asta Option,650000.0,70000,1,0,2018,1197.0,5,1
Maruti Ertiga LXI CNG,385000.0,120000,Cng,0,2014,1798.0,7,3
MG Hector Sharp DCT,1700000.0,40000,1,1,2021,1248.0,5,1
Hyundai i20 1.2 Asta,675000.0,50000,1,0,2018,998.0,5,1
Honda Amaze SX i-DTEC,470000.0,70000,0,0,2015,2179.0,5,2
Maruti Ciaz ZDi Plus SHVS,590000.0,70000,0,0,2015,2967.0,5,2
Honda City 1.5 V AT,350000.0,92000,1,1,2010,1197.0,5,2
Hyundai Grand i10 Magna,411000.00000000006,60000,1,0,2015,1797.0,5,1
Skoda Superb Petrol Ambition,400000.0,45000,1,0,2012,1197.0,5,3
Tata Manza Aura (ABS) Quadrajet,135000.0,58000,0,0,2009,1199.0,5,3
Maruti Wagon R VXI BS IV,311000.0,90000,1,0,2013,1493.0,5,1
Tata Hexa XM Plus,1350000.0,35000,0,0,2019,1061.0,5,2
Audi A6 3.0 TDI quattro,550000.0,80000,0,1,2010,1198.0,5,4
Hyundai Grand i10 Sportz,289000.0,80000,1,0,2014,1197.0,5,2
Hyundai Elantra SX,341000.0,200000,1,0,2012,1298.0,5,2
Hyundai Grand i10 Sportz,350000.0,80000,1,0,2015,1196.0,5,2
Chevrolet Beat LT,170000.0,40000,1,0,2011,1298.0,5,1
Hyundai Verna SX Opt AT Diesel,1550000.0,32000,0,1,2021,1198.0,5,1
Maruti Wagon R LXI Minor,175000.0,70000,1,0,2009,1197.0,5,2
Mahindra KUV 100 NXT D75 K8 5Str,320000.0,80000,0,0,2017,1197.0,7,2
Maruti Swift Dzire VXI,700000.0,60000,1,0,2021,998.0,5,1
Maruti Swift 1.3 VXi,160000.0,130000,1,0,2008,1798.0,4,4
Maruti Eeco 5 STR With AC Plus HTR CNG,130000.0,100000,Cng,0,2010,1248.0,7,4
Maruti Swift Dzire VXi,250000.0,80000,1,0,2009,1197.0,5,2
Nissan Micra XV CVT,308000.0,80000,1,1,2017,624.0,5,3
Hyundai i20 Sportz,750000.0,30000,1,0,2020,1373.0,5,1
Hyundai i20 1.2 Spotz,600000.0,30000,1,0,2018,1461.0,7,1
Maruti Wagon R VXI Minor,250000.0,90000,1,0,2011,1248.0,5,2
Toyota Corolla Altis 1.8 J,145000.0,120000,1,0,2008,1196.0,5,4
Maruti Ertiga SHVS VDI,700000.0,157000,0,0,2017,2982.0,5,1
Maruti Wagon R VXI 1.2,425000.0,50000,1,0,2020,1199.0,5,3
Tata Nano LX SE,,15000,1,0,2012,2953.0,5,2
Maruti Ertiga VXI,425000.0,90000,1,0,2013,1197.0,5,4
Renault Pulse RxL,190000.0,111000,0,0,2013,1197.0,5,2
Tata Indica Aqua 1.3 Quadrajet,150000.0,120000,0,0,2011,1248.0,5,1
Maruti Eeco CNG HTR 5-STR,351000.0,90000,Cng,0,2016,998.0,5,4
Toyota Fortuner 4x2 AT,1500000.0,40000,0,1,2014,1198.0,5,2
Tata Tiago 1.2 Revotron XZ,425000.0,110000,1,0,2018,796.0,5,1
Ford Endeavour 3.0 4x4 Thunder Plus,580000.0,210000,0,0,2008,1197.0,5,1
Hyundai Grand i10 1.2 Kappa Magna CNG BSIV,575000.0,80000,Cng,0,2019,1497.0,5,2
Maruti Swift Dzire VXI,399000.0,100000,1,0,2013,796.0,5,3
Maruti Swift Dzire VDi,325000.0,198000,0,0,2011,999.0,5,2
Maruti Alto K10 VXI,350000.0,70000,1,0,2019,998.0,5,1
Tata Nexon 1.2 Revotron XZ Plus,750000.0,100000,1,0,2020,2143.0,5,1
Maruti Alto 800 CNG LXI,235000.0,50000,Cng,0,2016,799.0,5,2
Hyundai i20 Era 1.2,380000.0,90000,1,0,2014,1086.0,5,1
Honda City 1.5 V MT,275000.0,120000,1,0,2011,1086.0,7,4
Maruti Alto LXi,151000.0,90000,1,0,2012,998.0,5,3
Hyundai Santro AT,100000.0,68000,1,1,2002,1599.0,5,2
Maruti A-Star Vxi,165000.0,100000,1,0,2010,998.0,5,2
Mercedes-Benz C-Class 220 CDI AT,1200000.0,68551,0,1,2013,1248.0,7,1
Renault KWID RXT,450000.0,20000,1,0,2021,1984.0,5,1
Hyundai Santro Xing GL Plus,250000.0,100000,1,0,2014,1197.0,5,2
Hyundai Santro Xing GLS,160000.0,90000,1,0,2008,2446.0,7,3
Maruti Wagon R LXI CNG,180000.0,90000,Cng,0,2010,1061.0,5,2
Hyundai Verna 1.6 Xi ABS,200000.0,100000,1,0,2009,2755.0,5,1
Maruti Wagon R VXI BS IV,350000.0,83000,1,0,2015,1197.0,5,2
Maruti Ertiga VDI,450000.0,120000,0,0,2014,1248.0,5,2
Volvo V40 Cross Country D3,1300000.0,50000,0,1,2014,1997.0,5,2
Hyundai Grand i10 1.2 Kappa Sportz Option,450000.0,80000,1,0,2018,1197.0,5,3
Toyota Qualis FS B1,175000.0,120000,0,0,2001,1493.0,5,3
Maruti Wagon R LX Minor,125000.0,60000,1,0,2007,1498.0,4,2
Toyota Fortuner 2.8 2WD MT BSIV,2701000.0,114000,0,0,2017,1199.0,5,1
Maruti Swift VXI,680000.0,17000,1,0,2021,1197.0,8,1
Maruti Vitara Brezza ZDi Plus Dual Tone,775000.0,72000,0,0,2016,1498.0,7,1
Mahindra Scorpio 1.99 S10,1000000.0,75000,0,0,2016,1248.0,5,2
Hyundai i20 Asta Option CVT,819999.9999999999,30000,1,1,2020,2184.0,5,1
Hyundai Creta SX Opt Diesel AT,1775000.0,60000,0,1,2020,1497.0,5,1
Honda Amaze V CVT Diesel BSIV,875000.0,50000,0,1,2019,2494.0,5,1
Honda Amaze VX CVT,925000.0,12000,1,1,2022,1493.0,5,1
Maruti Swift VXI Optional,575000.0,67000,1,0,2017,1197.0,5,1
Ford Ecosport 1.5 Diesel Titanium Plus,1050000.0,50000,0,0,2020,1956.0,5,1
Maruti Ciaz ZDi Plus SHVS,675000.0,97000,0,0,2016,1582.0,7,1
Mahindra Thar LX 4-Str Hard Top Diesel AT,1650000.0,17000,0,1,2021,1497.0,5,1
Mahindra XUV300 W8 Option Diesel,1050000.0,65000,0,0,2020,1995.0,5,1
Toyota Innova 2.5 GX (Diesel) 8 Seater,825000.0,137000,0,0,2015,1497.0,5,2
Mahindra Bolero Power Plus ZLX,750000.0,48000,0,0,2017,1396.0,5,1
Maruti Swift Dzire VXI,675000.0,13000,1,0,2020,2755.0,5,1
MG Hector Sharp Diesel MT,1775000.0,52000,0,0,2021,1248.0,5,1
Hyundai Creta 1.6 CRDi SX Plus,975000.0,68000,0,0,2017,1493.0,7,2
Mahindra XUV300 W8 Option Diesel BSIV,1025000.0,82000,0,0,2019,1248.0,5,1
Renault Koleos 4X4 MT,620000.0,120000,0,0,2016,1995.0,7,1
Honda City EXi,290000.0,120000,1,0,2008,1493.0,5,2
Hyundai i20 Asta Option Diesel,690000.0,65000,0,0,2017,1582.0,5,1
Toyota Fortuner 2.8 4WD AT,3700000.0,67000,0,1,2019,2755.0,5,1
Maruti Ciaz ZDi Plus SHVS,725000.0,79000,0,0,2017,1498.0,5,1
Hyundai Creta SX Opt Diesel,1850000.0,9000,0,0,2021,2393.0,5,1
Maruti Swift Dzire VDI,730000.0,64000,0,0,2018,1248.0,5,1
BMW X1 sDrive20d Expedition,3200000.0,18000,0,1,2020,1396.0,5,1
Kia Seltos HTX Plus D,1825000.0,38000,0,0,2022,1956.0,5,1
Hyundai Verna CRDi 1.6 SX,890000.0,84000,0,0,2018,1582.0,7,1
Toyota Fortuner 2.8 2WD AT BSIV,2900000.0,95000,0,1,2017,1197.0,7,1
Honda Amaze VX i DTEC,790000.0,51000,0,0,2018,1497.0,5,1
Toyota Innova Crysta 2.4 ZX MT BSIV,2100000.0,90000,0,0,2019,1493.0,7,2
Maruti Swift DDiS LDI,600000.0,65000,0,0,2019,1198.0,5,1
Hyundai i20 Asta Option 1.4 CRDi,700000.0,69000,0,0,2016,3198.0,5,1
Tata Harrier XZA Plus Dark Edition AT,2100000.0,40000,0,1,2020,1462.0,5,1
Hyundai Verna 1.6 CRDI AT SX Option,975000.0,75000,0,1,2017,1591.0,5,1
Hyundai Grand i10 1.2 Kappa Sportz BSIV,550000.0,65000,1,0,2018,2198.0,5,1
Honda City i-VTEC V,950000.0,43000,1,0,2019,1956.0,5,1
Hyundai Creta SX Opt Diesel,1800000.0,23000,0,0,2021,796.0,5,1
Honda Amaze VX i-VTEC,740000.0,27000,1,0,2019,1582.0,7,1
Ford Endeavour 3.2 Titanium AT 4X4,2350000.0,86000,0,1,2016,1196.0,7,1
Maruti Ertiga ZXI,1040000.0,83000,1,0,2019,1197.0,5,1
Hyundai Verna 1.6 SX VTVT AT,650000.0,44000,1,1,2014,796.0,5,2
Ford Endeavour 2.2 Titanium AT 4X2 Sunroof,2750000.0,110000,0,1,2018,999.0,5,1
Tata Harrier XZA Plus Dark Edition AT,2100000.0,39000,0,1,2020,1373.0,5,1
Maruti Alto 800 LXI Opt BSIV,365000.0,18000,1,0,2019,1373.0,5,1
Hyundai Creta 1.6 CRDi AT SX Plus,1190000.0,91000,0,1,2017,1498.0,5,1
Maruti Eeco 5 Seater AC BSIV,358000.0,104911,1,0,2019,1199.0,5,1
Hyundai Grand i10 1.2 Kappa Sportz Option,455000.0,127509,1,0,2017,1197.0,5,1
Maruti Alto 800 LXI,328000.0,29353,1,0,2019,1451.0,5,1
Renault Kiger RXZ Turbo,810000.0,42859,1,0,2021,1197.0,5,1
Maruti Ertiga VXI CNG,652000.0,106785,Cng,0,2017,1498.0,5,1
Maruti Ertiga ZXI,409000.0,93703,1,0,2013,1299.0,5,4
Honda City i DTEC VX,529000.0,111474,0,0,2015,1086.0,5,2
Honda Jazz 1.2 S AT i VTEC,488000.0,77038,1,1,2015,1461.0,5,2
Maruti Ignis Sigma,483000.0,13945,1,0,2021,1086.0,5,1
MG Hector Sharp DCT,1614999.9999999998,30106,1,1,2019,1995.0,7,1
Maruti Swift Dzire VXI 1.2,615000.0,84798,1,0,2020,1197.0,5,1
Honda City i DTec VX,680000.0,92696,0,0,2017,1497.0,5,2
Ford Ikon 1.3 Flair,,80044,1,0,2009,1197.0,5,1
Hyundai Santro Xing GL Plus,239000.0,51974,1,0,2014,1197.0,5,1
Renault Fluence Diesel E4,363000.0,152000,0,0,2013,2179.0,5,2
Hyundai Santro Xing GLS,184000.0,84508,1,0,2014,796.0,5,3
BMW X1 sDrive20d,1050000.0,100265,0,1,2014,1086.0,5,2
Hyundai i20 1.2 Asta,568000.0,69475,1,0,2018,1582.0,5,2
Honda City i VTEC CVT VX,657000.0,79165,1,1,2015,1199.0,5,2
Toyota Etios Liva G,214000.0,138094,1,0,2011,799.0,5,2
Hyundai i20 1.2 Magna Executive,518000.0,43993,1,0,2018,998.0,5,2
Mahindra XUV500 W8 2WD,491000.0,77494,0,0,2012,1461.0,5,2
Maruti Alto 800 LXI,299000.0,33880,1,0,2019,1956.0,5,1
Hyundai i10 Magna 1.1L,223000.0,98223,1,0,2012,1198.0,5,2
Hyundai Verna 1.6 SX,416000.0,90387,0,0,2012,998.0,5,1
Tata Tiago 1.2 Revotron XZ,404000.0,80176,1,0,2018,998.0,5,1
Renault KWID RXL,237000.0,72685,1,0,2016,1582.0,7,1
Maruti Wagon R LXI BS IV,239000.0,42090,1,0,2013,999.0,5,1
Renault Duster 110PS Diesel RxL,350000.0,111332,0,0,2013,1086.0,5,2
MG Hector Sharp Diesel MT BSIV,1568000.0,32744,0,0,2019,1193.0,5,2
Nissan Micra XL,206999.99999999997,47910,1,0,2011,1248.0,5,3
Maruti Wagon R VXI BS IV,273000.0,98466,1,0,2014,2494.0,5,1
Maruti Wagon R VXI BS IV,166000.0,81929,1,0,2011,1197.0,5,3
Hyundai Verna 1.6 SX,381000.0,56538,0,0,2011,1197.0,5,2
Renault KWID 1.0 RXL,269000.0,61432,1,0,2018,1461.0,5,1
Hyundai Santro Xing GL Plus,174000.0,87733,1,0,2012,1086.0,5,3
Tata Zest Revotron 1.2T XMS,241000.0,112991,1,0,2015,1368.0,5,3
Maruti Swift Dzire VDI,298000.0,124628,0,0,2012,999.0,5,2
Toyota Innova 2.5 VX (Diesel) 7 Seater,957000.0,83233,0,0,2015,998.0,5,1
Maruti Ignis 1.2 Zeta BSIV,483000.0,73140,1,0,2017,1248.0,5,1
Hyundai i20 1.2 Magna Opt,244000.0,111437,1,0,2012,1197.0,5,2
Nissan Sunny Diesel XV,258000.0,174529,0,0,2013,1197.0,5,2
Hyundai i10 Era,174000.0,78755,1,0,2011,1086.0,5,4
Hyundai Verna VTVT 1.4 E,675000.0,35336,1,0,2018,1248.0,5,1
Renault KWID Climber 1.0 AMT,429000.0,11755,1,1,2019,1798.0,5,1
Maruti Wagon R LXI BS IV,134000.0,95891,1,0,2010,1497.0,5,3
Maruti Baleno 1.3 Zeta,599000.0,76502,0,0,2018,2143.0,5,2
Maruti Swift Dzire VXI,658000.0,29526,1,0,2021,1198.0,5,2
Hyundai i20 Magna,277000.0,59650,1,0,2012,796.0,5,2
Hyundai Getz 1.1 GVS,,122236,1,0,2009,1495.0,5,5
Maruti SX4 S Cross Zeta DDiS 200 SH,758000.0,44641,0,0,2018,1197.0,5,1
Skoda Superb Elegance 1.8 TSI AT,308000.0,77613,1,1,2010,1956.0,5,3
Honda City i VTEC CVT VX,683000.0,61687,1,1,2015,1399.0,5,2
Mercedes-Benz CLA 200 CDI Sport,1636000.0,144496,0,1,2016,1497.0,5,1
Honda Brio EX MT,211000.0,149636,1,0,2013,1197.0,5,3
Maruti Alto 800 LXI,199000.0,95489,1,0,2015,1061.0,5,1
Hyundai Accent Executive,138000.0,155835,1,0,2011,1198.0,5,4
Maruti Swift VXI,548000.0,51371,1,0,2019,799.0,5,1
Jeep Compass 2.0 Limited 4X4,1287000.0,57400,0,0,2018,1368.0,7,1
Ford Figo Diesel Titanium,156000.0,146439,0,0,2011,2400.0,5,1
Honda City 1.5 V MT,401000.0,69733,1,0,2011,1461.0,5,1
Hyundai Xcent Prime T Plus CNG,419000.00000000006,92124,Cng,0,2018,1197.0,5,2
Maruti Wagon R LXI Minor,,85191,1,0,2008,1120.0,5,3
Volkswagen Polo 1.2 MPI Highline,297000.0,157151,1,0,2014,1248.0,5,2
Renault KWID RXT Optional,335000.0,28691,1,0,2018,1591.0,5,1
Fiat Linea T Jet Active,120000.0,81350,1,0,2011,1998.0,5,3
Volvo XC60 D5 Summum,1556000.0,126553,0,1,2013,999.0,7,1
Nissan Terrano XL Plus 85 PS,416000.0,86019,0,0,2014,1196.0,5,2
Maruti Swift VXI,568000.0,22511,1,0,2020,1199.0,7,1
Hyundai Grand i10 CRDi Sportz,424000.0,61893,0,0,2017,2499.0,5,2
Maruti Ertiga ZDI,555000.0,114892,0,0,2015,2143.0,5,2
Hyundai Verna VTVT 1.6 SX,771000.0,50720,1,0,2019,1248.0,5,1
